,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7350,7351,15713160,Lin,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
7351,7352,15568878,Cheng,654,Spain,Male,34,5,0.0,2,1,0,159311.46,0
7355,7356,15623072,Shaw,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0
7357,7358,15570947,Bruny,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0
7360,7361,15591035,Macleod,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0
7365,7366,15593178,Graham,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1
7366,7367,15649183,Johnston,598,Spain,Female,35,8,0.0,3,0,1,88658.73,0
7367,7368,15736399,Korovin,606,Spain,Male,42,10,0.0,2,1,0,177938.52,0
7369,7370,15757188,Chimaijem,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
7372,7373,15717700,McIntyre,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
7382,7383,15735106,Bishop,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0
7383,7384,15672912,Loggia,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1
7389,7390,15676909,Mishin,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0
7390,7391,15764922,Tu,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0
7392,7393,15795079,Nnaife,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
7396,7397,15603565,Mackenzie,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1
7402,7403,15632010,Chia,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0
7403,7404,15779492,Trevisano,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1
7406,7407,15742009,Hsueh,489,Spain,Male,58,4,0.0,2,1,1,191419.32,0
7410,7411,15752344,She,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0
7421,7422,15646521,Fan,634,Spain,Female,36,1,0.0,1,1,1,143960.72,0
7427,7428,15664720,Kovalyova,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0
7428,7429,15750055,Onio,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
7429,7430,15644878,Hill,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0
7434,7435,15687527,Yobachukwu,638,Spain,Male,35,1,0.0,2,1,0,165370.66,0
7435,7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1
7440,7441,15604130,Johnstone,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
7442,7443,15715519,McDavid,614,Spain,Male,36,5,0.0,2,1,0,130610.78,0
7448,7449,15593834,Genovese,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1
7450,7451,15679801,Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
7452,7453,15636562,Muravyova,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0
7456,7457,15598614,Lucchesi,790,Spain,Male,20,8,0.0,2,1,0,168152.76,0
7458,7459,15800049,Grigoryeva,728,Spain,Female,43,5,0.0,1,1,1,120088.17,0
7459,7460,15583724,Raymond,645,Spain,Female,29,4,0.0,2,1,1,74346.11,0
7461,7462,15645571,Genovese,596,Spain,Male,32,4,0.0,2,0,1,146504.35,0
7468,7469,15627328,Millar,542,Spain,Female,26,2,0.0,2,1,1,54869.54,0
7473,7474,15638272,Tien,609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0
7478,7479,15711249,Chukwuemeka,544,Spain,Male,22,4,0.0,2,1,0,70007.67,0
7479,7480,15671987,Meagher,567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0
7480,7481,15812766,Golubeva,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0
7493,7494,15683276,Sargood,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0
7502,7503,15697844,Whitehouse,721,Spain,Female,32,10,0.0,1,1,0,136119.96,1
7504,7505,15587038,Ogochukwu,654,Spain,Female,32,2,0.0,1,1,1,51972.92,1
7505,7506,15660528,Niu,659,Spain,Male,27,4,0.0,2,1,0,99341.87,0
7521,7522,15611189,Allingham,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0
7523,7524,15733602,Rubin,814,Spain,Female,72,2,0.0,2,0,1,130853.03,0
7527,7528,15611409,Sun,676,Spain,Male,35,0,0.0,2,0,0,139911.58,0
7532,7533,15706602,Bates,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
7538,7539,15728082,Vasiliev,601,Spain,Male,28,6,0.0,2,1,0,14665.28,0
7542,7543,15768777,Wang,507,Spain,Female,34,4,0.0,2,1,1,60688.38,0
7552,7553,15781574,Ma,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0
7553,7554,15792107,Black,719,Spain,Female,35,8,0.0,1,1,1,165162.4,0
7554,7555,15569917,Obijiaku,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
7555,7556,15721504,King,731,Spain,Male,41,3,0.0,2,1,0,101371.72,0
7556,7557,15757306,Miller,738,Spain,Male,49,3,0.0,3,1,1,65066.48,1
7558,7559,15642098,Cox,622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1
7559,7560,15696120,Wallace,701,Spain,Female,30,2,0.0,2,1,0,115650.63,0
7566,7567,15732943,Okwuoma,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
7568,7569,15809909,Fan,422,Spain,Female,54,4,0.0,2,1,1,7166.71,0
7569,7570,15642448,Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,1,1,137173.39,0
7573,7574,15674750,Alexeyeva,481,Spain,Female,37,8,0.0,2,1,0,44215.86,0
7576,7577,15666096,Ibekwe,676,Spain,Male,27,4,0.0,1,0,1,107955.67,0
7584,7585,15595010,Huang,694,Spain,Female,39,9,0.0,2,0,0,99924.04,0
7586,7587,15748532,Dale,828,Spain,Male,42,10,0.0,1,1,1,186071.14,0
7587,7588,15773789,Pavlova,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0
7588,7589,15600027,Meng,579,Spain,Male,33,1,0.0,2,1,1,54816.57,0
7591,7592,15748691,Lung,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0
7600,7601,15762392,Ilyina,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
7603,7604,15712483,Chidi,608,Spain,Female,28,4,0.0,2,1,0,10899.63,1
7605,7606,15710138,Sun,718,Spain,Male,39,6,0.0,2,0,1,63889.1,0
7607,7608,15638751,Ashton,838,Spain,Female,41,5,0.0,2,1,0,81313.51,0
7608,7609,15598574,Uwakwe,695,Spain,Female,31,5,0.0,2,0,1,13998.88,0
7611,7612,15705506,Perry,751,Spain,Male,38,7,0.0,2,0,0,90839.61,0
7612,7613,15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
7615,7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
7627,7628,15667588,Arcuri,670,Spain,Female,40,3,0.0,1,1,1,182650.15,0
7631,7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
7643,7644,15632669,Rees,722,Spain,Female,32,4,0.0,2,1,1,113666.48,0
7646,7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0
7648,7649,15665374,Dumolo,610,Spain,Female,31,5,0.0,2,0,0,63736.36,0
7653,7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1
7658,7659,15666297,Abramova,706,Spain,Female,53,3,0.0,3,0,0,88479.02,1
7660,7661,15665014,Middleton,458,Spain,Male,36,5,0.0,2,1,0,79723.78,0
7665,7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0
7669,7670,15672357,Sochima,631,Spain,Male,38,7,0.0,2,1,0,181605.85,0
7673,7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0
7675,7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
7679,7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0
7680,7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0
7682,7683,15805261,Balashov,700,Spain,Male,29,8,0.0,2,0,1,152097.02,0
7684,7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0
7690,7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0
7694,7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0
7697,7698,15637315,Melvin,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0
7699,7700,15622289,Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0
7700,7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
7704,7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0
7706,7707,15742369,Rita,667,Spain,Male,31,5,0.0,2,1,1,20346.69,0
7707,7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0
7709,7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0
7717,7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0
7723,7724,15794875,Hung,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0
7732,7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0
7739,7740,15689952,Zuyeva,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0
7740,7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1
7742,7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0
7751,7752,15588535,Ts'ao,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0
7752,7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0
7754,7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1
7756,7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0
7763,7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0
7766,7767,15647259,Barnett,643,Spain,Male,35,2,0.0,2,0,0,67979.35,0
7768,7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0
7775,7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0
7778,7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0
7786,7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0
7788,7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0
7802,7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0
7809,7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
7819,7820,15600792,Swayne,613,Spain,Male,29,0,0.0,2,0,1,133897.32,0
7832,7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1
7833,7834,15762455,Yeh,624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0
7837,7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1
7847,7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0
7854,7855,15801256,Bazhenov,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0
7861,7862,15589948,Disher,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0
7864,7865,15594436,Mazzi,588,Spain,Male,33,2,0.0,2,1,1,12483.56,0
7865,7866,15748995,Ifeajuna,691,Spain,Male,30,9,0.0,2,0,1,10963.04,0
7867,7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0
7869,7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1
7877,7878,15793070,Fiorentino,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1
7881,7882,15727138,Kulikova,774,Spain,Male,46,9,0.0,2,1,1,34774.26,0
7892,7893,15707025,Fang,648,Spain,Female,31,5,0.0,2,1,1,5199.02,0
7895,7896,15660571,Halpern,668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0
7896,7897,15727857,Flynn,635,Spain,Male,41,1,0.0,2,1,0,175611.5,0
7897,7898,15639252,Shao,603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0
7900,7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1
7903,7904,15618437,Singleton,567,Spain,Male,34,10,0.0,2,0,1,161571.79,0
7904,7905,15783338,Williams,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0
7905,7906,15764491,Greece,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0
7906,7907,15712960,Olisanugo,613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0
7910,7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0
7915,7916,15803538,Douglas,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1
7919,7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0
7921,7922,15702293,Medvedeva,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0
7922,7923,15642099,Tsui,679,Spain,Male,39,6,0.0,2,1,0,12266.06,0
7923,7924,15773273,Runyon,730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0
7925,7926,15800482,Bradshaw,586,Spain,Female,33,7,0.0,2,1,1,168261.4,0
7926,7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1
7930,7931,15606436,Bergamaschi,500,Spain,Male,38,7,0.0,2,0,0,192013.23,0
7934,7935,15803886,Barber,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0
7935,7936,15587311,Dobbs,582,Spain,Male,33,6,0.0,2,0,1,72970.93,0
7940,7941,15628008,Monds,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0
7947,7948,15785326,Randall,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0
7966,7967,15750574,Lumholtz,677,Spain,Female,34,4,0.0,2,1,1,6175.53,0
7968,7969,15712068,Wan,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0
7971,7972,15756848,Edmondson,633,Spain,Male,42,10,0.0,1,0,1,79408.17,0
7977,7978,15588341,Chigozie,647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0
7980,7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0
7986,7987,15678067,Boyle,667,Spain,Male,45,3,0.0,2,0,0,163655.01,0
7990,7991,15643635,Robertson,664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0
7991,7992,15787710,Tikhonov,427,Spain,Female,39,9,0.0,2,1,0,28368.37,0
8001,8002,15798053,Nnachetam,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0
8002,8003,15753895,Blue,590,Spain,Male,37,1,0.0,2,0,0,133535.99,0
8003,8004,15595426,Madukwe,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1
8014,8015,15644295,Hargreaves,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0
8016,8017,15759555,Murphy,569,Spain,Male,41,2,0.0,2,1,0,134272.57,0
8027,8028,15769412,Atkinson,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1
8028,8029,15775124,Watterston,763,Spain,Male,37,8,0.0,2,1,1,933.38,0
8029,8030,15732113,Butters,671,Spain,Male,50,8,0.0,1,0,1,2560.11,0
8030,8031,15578141,Chien,592,Spain,Male,38,3,0.0,1,1,1,12905.89,1
8031,8032,15595874,Gorbunova,666,Spain,Female,36,6,0.0,2,1,0,176692.87,0
8033,8034,15576526,Steele,850,Spain,Male,36,6,0.0,2,0,1,41291.05,0
8034,8035,15792489,Polyakova,622,Spain,Male,42,9,0.0,2,1,0,119127.06,0
8036,8037,15807221,Weaver,555,Spain,Male,21,1,0.0,2,0,0,103901.35,0
8040,8041,15627439,Pickering,624,Spain,Female,36,10,0.0,2,0,1,186180.42,0
8041,8042,15701439,Fanucci,698,Spain,Female,50,1,0.0,4,1,0,88566.9,1
8043,8044,15616525,Sopuluchi,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0
8045,8046,15795737,McNaughtan,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0
8048,8049,15595713,Heller,548,Spain,Male,33,6,0.0,1,1,1,31728.35,0
8055,8056,15659807,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0
8060,8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1
8061,8062,15814757,Carter,477,Spain,Male,31,9,0.0,2,0,1,184061.17,0
8064,8065,15748882,Reid,714,Spain,Male,29,9,0.0,2,1,0,129192.55,0
8082,8083,15774551,K?,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0
8087,8088,15619340,Obijiaku,597,Spain,Male,38,1,0.0,2,1,0,41303.29,0
8094,8095,15597957,Rahman,614,Spain,Male,66,2,0.0,2,0,1,180082.7,0
8105,8106,15635116,Burgos,659,Spain,Male,60,2,0.0,1,1,0,177480.45,1
8106,8107,15764892,Spinelli,590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0
8113,8114,15752193,Burton,421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0
8117,8118,15639117,Sorenson,624,Spain,Female,34,6,0.0,1,1,0,582.59,1
8118,8119,15720203,Arcuri,577,Spain,Male,28,7,0.0,1,1,0,143274.41,0
8128,8129,15682928,Chiazagomekpere,695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
8129,8130,15729246,Hardacre,847,Spain,Male,31,5,0.0,2,1,1,76326.67,0
8132,8133,15607485,Wakelin,692,Spain,Female,29,4,0.0,2,0,0,138880.24,0
8141,8142,15571843,Lawrence,486,Spain,Male,24,1,0.0,1,1,0,98802.76,0
8148,8149,15572777,Meng,780,Spain,Male,47,7,86006.21,1,1,1,37973.13,0
8151,8152,15750970,Davidson,500,Spain,Male,40,1,99004.24,1,1,1,152845.99,0
8152,8153,15725772,Ch'in,654,Spain,Female,36,2,0.0,2,1,1,146652.11,0
8153,8154,15692106,Rose,606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1
8154,8155,15791533,Ch'ien,367,Spain,Male,42,6,93608.28,1,1,0,168816.73,1
8155,8156,15715715,Artyomova,799,Spain,Male,38,2,0.0,2,1,1,59297.34,0
8157,8158,15798834,Yefremov,719,Spain,Female,32,7,0.0,1,0,0,76264.27,0
8159,8160,15637427,Lu,461,Spain,Female,25,6,0.0,2,1,1,15306.29,0
8164,8165,15581370,Andreyeva,681,Spain,Male,38,2,99811.44,2,1,0,23531.5,0
8165,8166,15813503,Pickering,606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0
8166,8167,15769783,Allan,542,Spain,Male,37,8,0.0,1,1,1,807.06,0
8168,8169,15599182,Reynolds,597,Spain,Female,33,2,0.0,2,1,1,4700.66,0
8171,8172,15588859,Rowley,496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1
8172,8173,15732293,Chia,759,Spain,Male,31,8,0.0,2,1,1,99086.74,0
8174,8175,15623525,Copeland,564,Spain,Male,31,0,125175.58,1,1,1,72757.33,0
8182,8183,15774402,Donaldson,562,Spain,Male,36,5,0.0,1,0,1,182843.24,0
8183,8184,15694641,Wright,621,Spain,Female,59,2,0.0,2,1,1,171364.18,0
8187,8188,15771674,Ma,603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0
8198,8199,15733888,Sells,668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1
8200,8201,15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1
8201,8202,15614936,Mancini,718,Spain,Female,49,10,82321.88,1,0,1,11144.4,0
8202,8203,15747647,Iadanza,589,Spain,Female,27,4,0.0,2,1,0,144181.48,0
8203,8204,15588566,Wilkinson,778,Spain,Male,33,5,116474.28,2,1,1,32757.55,0
8207,8208,15635125,Findlay,566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0
8210,8211,15768476,Chukwubuikem,703,Spain,Male,31,6,0.0,2,1,1,67667.19,0
8213,8214,15748352,Endrizzi,598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0
8225,8226,15804142,Tan,670,Spain,Female,57,3,175575.95,2,1,0,99061.75,1
8226,8227,15608845,Tao,804,Spain,Female,38,3,124197.22,1,1,0,74692.06,0
8232,8233,15732704,Piazza,582,Spain,Male,25,9,148042.97,2,1,0,52341.15,0
8233,8234,15589019,Morant,633,Spain,Female,33,4,92855.02,1,1,1,159813.18,0
8235,8236,15760177,Lombardi,564,Spain,Male,37,9,100252.18,1,1,1,146033.52,0
8236,8237,15636595,Loton,602,Spain,Male,37,3,107592.89,2,0,1,153122.73,0
8238,8239,15672905,Sani,679,Spain,Female,40,7,0.0,2,1,1,163757.29,0
8239,8240,15753955,Lori,639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0
8244,8245,15656330,Von Doussa,528,Spain,Female,32,0,68138.37,1,1,1,170309.19,0
8245,8246,15569626,Miller,577,Spain,Male,35,5,110080.3,1,1,1,109794.31,0
8256,8257,15768574,Anderson,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0
8259,8260,15703199,Golibe,619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0
8263,8264,15584453,Burtch,555,Spain,Male,32,10,0.0,2,0,1,168605.96,0
8270,8271,15703544,Hung,559,Spain,Male,34,0,0.0,1,1,0,182988.94,0
8275,8276,15737489,Ramsden,610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0
8276,8277,15775131,Bartlett,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0
8280,8281,15745716,McGregor,706,Spain,Male,53,7,0.0,2,0,1,117939.17,0
8281,8282,15598485,Pinto,567,Spain,Male,40,8,28649.64,1,1,1,95140.62,0
8286,8287,15636069,Plummer,632,Spain,Male,28,7,155519.59,1,1,0,1843.24,0
8291,8292,15742879,Boni,668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0
8294,8295,15569430,Burrows,704,Spain,Female,36,2,175509.8,2,1,0,152039.67,0
8310,8311,15752809,De Mestre,702,Spain,Male,43,6,116121.67,1,1,0,61602.42,0
8319,8320,15624343,Napolitani,650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0
8323,8324,15723658,Voronina,712,Spain,Female,30,6,0.0,2,1,0,152417.97,0
8328,8329,15687171,Birch,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0
8330,8331,15707974,Anayochukwu,815,Spain,Female,38,2,48387.0,1,1,0,184796.84,0
8331,8332,15673084,Galkin,645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0
8338,8339,15792453,More,602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0
8341,8342,15749807,Graham,516,Spain,Female,31,3,0.0,2,1,0,124202.26,0
8345,8346,15763898,Toscani,568,Spain,Female,46,3,0.0,2,1,1,29372.62,0
8346,8347,15793324,McKenzie,695,Spain,Male,32,9,0.0,3,0,1,38533.79,0
8347,8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1
8353,8354,15753840,Brown,524,Spain,Female,32,6,0.0,1,1,1,132861.9,1
8355,8356,15695301,Matthews,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
8356,8357,15792004,Heath,731,Spain,Female,26,3,0.0,2,1,0,37697.29,0
8358,8359,15717286,Sal,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1
8359,8360,15577107,Milne,657,Spain,Female,22,6,0.0,3,0,1,168412.07,1
8364,8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
8373,8374,15785167,Padovano,795,Spain,Male,29,4,0.0,2,0,0,155711.64,0
8374,8375,15646720,Tsui,628,Spain,Female,55,7,0.0,3,1,0,85890.75,1
8377,8378,15567147,Ratten,802,Spain,Male,40,4,0.0,2,1,1,81908.09,0
8379,8380,15745266,Norman,434,Spain,Male,55,6,0.0,1,0,1,73562.05,1
8382,8383,15612594,Ifeanacho,599,Spain,Male,25,3,0.0,2,1,1,120790.02,0
8389,8390,15715345,Sergeyeva,743,Spain,Male,25,6,0.0,2,1,0,129740.11,0
8401,8402,15663134,Uspenskaya,535,Spain,Male,58,1,0.0,2,1,1,11779.98,1
8406,8407,15578747,Chineze,701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0
8409,8410,15590011,Hughes,749,Spain,Male,38,9,129378.32,1,1,1,13549.34,0
8411,8412,15719479,Chukwuhaenye,619,Spain,Female,56,7,0.0,2,1,1,42442.21,0
8413,8414,15597309,Howell,749,Spain,Male,36,7,0.0,2,0,0,80134.65,0
8415,8416,15758031,Lazarev,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0
8420,8421,15743076,Pai,669,Spain,Male,29,9,0.0,1,1,1,93901.61,0
8422,8423,15756321,Johnston,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1
8423,8424,15706799,Macknight,719,Spain,Male,44,4,0.0,1,0,0,84972.9,1
8436,8437,15617538,Nwankwo,834,Spain,Male,40,7,0.0,2,0,0,45038.74,0
8440,8441,15781127,Giordano,663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0
8447,8448,15792627,Reid,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0
8451,8452,15580043,Murray,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0
8452,8453,15601410,Tien,744,Spain,Female,46,1,0.0,3,1,1,177431.59,1
8459,8460,15760063,Chiedozie,595,Spain,Male,23,7,0.0,2,1,1,168085.97,0
8463,8464,15661162,Akabueze,526,Spain,Male,49,2,0.0,1,1,0,114539.67,1
8467,8468,15667456,Ross,709,Spain,Male,62,3,0.0,2,1,1,82195.15,0
8468,8469,15672983,Fernando,678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0
8474,8475,15698816,Tuan,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0
8481,8482,15747558,Bryant,729,Spain,Female,38,10,0.0,2,1,0,189727.12,0
8483,8484,15589949,Maclean,433,Spain,Male,34,9,152806.74,1,1,0,19687.99,0
8491,8492,15699257,Kerr,651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0
8496,8497,15705735,Onyekachi,577,Spain,Male,43,3,0.0,2,1,1,135008.92,0
8501,8502,15797197,Macleod,678,Spain,Male,29,6,0.0,2,1,0,64443.75,0
8508,8509,15616833,Wang,678,Spain,Male,27,2,0.0,2,1,1,13221.25,0
8509,8510,15750728,Kaur,586,Spain,Female,42,2,0.0,1,1,0,102889.34,0
8512,8513,15716420,Kelly,612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0
8514,8515,15796071,Loane,657,Spain,Male,29,7,83889.03,1,1,0,153059.62,0
8520,8521,15634606,Chinonyelum,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0
8522,8523,15619892,Page,644,Spain,Male,18,8,0.0,2,1,0,59172.42,0
8527,8528,15586931,Hunter,694,Spain,Male,39,3,0.0,1,1,1,95625.03,0
8528,8529,15636353,Buchi,534,Spain,Male,35,4,0.0,2,0,0,9541.15,0
8531,8532,15663987,Wright,723,Spain,Male,30,1,0.0,3,1,0,164647.72,1
8535,8536,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1
8537,8538,15800068,Cooper,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0
8538,8539,15648030,Crump,731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0
8541,8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0
8548,8549,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0
